,de,lb,nl,af,en,yi,fy,nn,sv,da,is,fo,lv,lt,pl,cs,sk,sl,bg,mk,be,uk,ru,la,pt,gl,es,ca,oc,fr,it,ro,ga,cy,br,gd,gv,sq,hy,el,sa,hi,ur,as,bn,fa,tg,ps,et,vro,liv,vot,fi,krl,vep,se,hu,tr,az,ba,mn,ka,xmf,lzz,sva,ar,mt,he,my,bo,ny,zu,id,ms,tl,ta,kn,ml,tcy,bfq,kfa,xub,yea,tcx,kfe,te,gon,kff,kxv,kfb,pci,gdb,brh,kru,mjt,ja,ko,vi,lo,th,za
is,3.7189613459540998,3.7894369981869973,3.5968246930203454,3.960444018640741,3.999941480088538,3.479039923751462,3.271214163195295,2.7281476997578697,3.1741851216210186,3.0777918679081457,0.0,2.1422999020655267,4.150351149346686,4.158761899612416,4.407858913196108,4.1625197634552435,4.1495865245865255,4.133468581107131,4.048985338520224,4.1081970113220105,4.255383696338189,4.191752105839915,4.2770770694683735,4.112065507942673,4.3032258726406845,4.27902006619112,4.085572446412898,4.17850700557883,4.149511396462616,4.695779651847612,4.133270575227525,4.23033313896485,4.845057294347067,4.304760186903043,4.529211636577707,4.697729918229919,4.612025197025197,4.576218846165654,4.560204945928296,4.125037687180545,4.4967925777925775,4.329233906361565,4.352519299696719,4.387594569173515,4.373990592740592,4.419810333344814,4.427001726343831,4.681794324002118,4.277329125517531,4.274176822908707,4.274060614640328,4.136860281425502,4.019961678071227,4.151537114964225,4.142991665828408,4.373904748219817,4.662414592352092,4.50134814016393,4.548262028976314,4.604880207511787,4.5258126542936665,4.575198211611255,4.72876106936444,4.942136379880283,4.701752474871406,4.2008724642983895,4.467595045855916,4.419182268809134,5.1365756692287325,4.924043080207464,4.5886516081321265,5.184099883567966,4.239933943125433,4.2276754495504525,4.727932532583696,4.44789724747708,4.437790851438812,4.455744064192443,4.3497410835796195,4.4253894403087966,4.33808881028269,4.5588913747667785,4.334843354711456,4.43887930296994,4.413919498868477,4.60831799034001,4.503663881470006,4.475178574593339,4.2575573921028464,4.547253511794327,4.78461277951074,4.3818436523793665,4.570172159893204,4.344159695180103,4.336561355311356,4.647853601425029,4.643070851251965,4.972800643298383,5.017288337541503,4.87769868599159,5.0721302562851855
fo,3.6738268097643085,3.744193046536798,3.741583994708994,4.127227158806106,3.8554033929033937,3.6740450136283473,3.9914010232192045,2.6313650441699226,3.277817737817738,3.175157418339236,2.1422999020655267,0.0,4.252424086634613,4.27380513425968,4.449136656167906,4.341535227019097,4.358133568260152,4.316267321439735,4.196080418119893,4.027135191197691,4.3671455312364404,4.320140709984462,4.248701038544788,4.2416977277772725,4.536646173874435,4.417317620650953,4.2315195298528625,4.3518957053047975,4.4450847763347765,4.714206424362674,4.222110993581581,4.345652219353519,4.9613481756338915,4.332089296245922,4.320401108862648,5.010175935175935,4.888967198113539,4.563070313524858,4.692538696528058,4.251030913530913,4.628096086919619,4.42354163833037,4.533575415812258,4.690727605727605,4.522912801484231,4.553485677559752,4.506887436235261,4.882808605535877,4.617640345765348,4.555424870268621,4.511153603341102,4.46194046115921,4.37601228938545,4.3532783189033175,4.5916583994709,4.307793567543567,4.820744314165368,4.831616161616162,4.828446502057613,4.765439670069301,4.771718947718948,4.857665627196878,5.041435145823444,5.088680616074233,4.775140282171532,4.479583830803342,4.520152259356805,4.618862368862367,5.157361425909811,5.086816017316017,4.632734230055659,5.39947603678373,4.492385392385393,4.437939393939393,4.576949439449439,4.516937738187737,4.539422105672106,4.543013838013837,4.515666649526944,4.6017057017057015,4.483599271099271,4.610413105413105,4.511493261916989,4.4892286417286416,4.448446830946831,4.637129120879121,4.514424001924002,4.545725339475338,4.484268209268209,4.56428626928627,4.764836459836461,4.487395197395199,4.473534151034152,4.532143782143781,4.555035473785475,4.5254363414363405,4.857340607624699,5.005685921008502,5.093077837195485,4.991014779724457,5.235343434343435
lv,3.853424006549008,3.9067374511453443,3.9300366548134407,3.8450928457507407,4.133715342197485,4.131378066378066,3.4899178456870756,4.108033324699992,4.065905715905717,4.067790003206669,4.150351149346686,4.252424086634613,0.0,2.66066252485744,3.717920663311945,3.417347287486176,3.403477627024138,3.390702901749414,3.4079501088760344,3.818686029732541,3.657691966153504,3.8200662928341496,3.6724839032349537,3.8771035306412664,3.993210628470062,4.285470387100823,4.010359738300915,4.006860378183908,3.2214144829529445,4.466644367537224,4.005254967254968,3.8504141283553053,4.544955152722141,4.060638455747151,4.3309674122174115,4.51141364948183,4.235980210265924,4.16973544973545,4.304450372859465,3.9434363195726845,4.181785714285713,4.195259927488844,4.193969918969919,4.27749973691532,4.287443883277217,3.9833502356229618,4.099618383753,4.352027847436012,4.264181081815012,4.198415622076338,4.313240578865578,4.171547475342119,4.2286626939528755,4.280326072736789,4.176516241694813,4.233974086915263,4.287763762763763,4.340675230401259,4.221184281668152,4.43175607795861,4.436150015561781,4.5283382044542755,4.715495987147774,4.8800336568193705,4.638619998553034,4.158981739300888,4.502984052984052,4.204482323232324,4.8378486860513,4.760093452646643,4.3390550018457,4.944579689316532,3.8841576941576936,3.9583050483652906,4.028917347020796,4.484948517091373,4.443439893439893,4.428325570062265,4.395913588175493,4.461398855773854,4.415914310557169,4.55183322616796,4.425657085903766,4.528873683635588,4.347693444122015,4.4145844014891615,4.277571062094872,4.654248793534508,4.3107705786277215,4.125979531931913,4.479906425144521,4.240901074234408,4.212622189638319,4.478633976253025,4.337976508914884,4.633648231613347,4.659935075711775,4.631061917880099,4.71230960397627,4.541122740664024,4.769145634239973
lt,4.323414100218223,4.483890007699533,4.610638645432459,4.806600700886414,4.907947522122779,4.347910243877985,4.077650632196087,4.296366519283186,4.51524313166104,4.451185878797819,4.158761899612416,4.27380513425968,2.66066252485744,0.0,4.022363761667885,3.962127537933988,3.977258465866061,3.622040391857466,3.526179376179376,3.818494310567481,3.745552180246058,3.667557456861581,3.8186536544783958,3.9188834463027997,4.39202963401333,4.2827489309632165,4.186631578298245,4.321787502620836,4.220372323150101,4.753015589734338,3.904452099832536,4.205478455478456,4.916868264311447,4.513752543752545,4.6576640125747275,4.953720678720678,4.9653650169275165,4.691536290220501,4.596893557831057,3.892816198476577,3.902383305100697,4.455444594529102,4.473265370992644,4.717311278465123,4.381375274557093,4.215674347582241,4.471405488450943,4.871471306471307,4.535384832807514,4.477813910030406,4.328071584772615,4.275946190121445,4.212931827622546,4.213294122830205,4.361541150716409,4.267105523203084,4.929364319890635,4.745007946198422,4.663970221697495,4.53705583632054,5.20586383313656,4.607646334192726,4.764538933288933,4.8125501523939,4.864196842676224,4.5281018208233395,4.477183068254496,4.454331625164958,5.250944634815602,5.101227211941499,4.467641485498628,5.014451074718934,4.171877643429368,4.210196842731091,4.3998388049858645,4.532122070801316,4.448795544078563,4.262993373010022,4.2203157429572515,4.375387862137861,4.361016918092389,4.382445070652617,4.327164502164502,4.454823740201099,4.43410740203193,4.302878527934022,4.590812908265739,4.6055023592759445,4.454034953142096,4.577322187616304,5.1864981978189535,4.659978229317852,4.78157142003296,4.4833807701732225,4.327174633542559,4.661053529803531,4.88171945338612,5.242842423277207,5.53273515889795,5.347626954885018,5.3931523186957975
pl,4.265420141571037,4.335983807858808,4.395683369234093,4.323286731483453,4.644221789703465,4.270415268492192,4.231925726265348,4.227939762685525,4.285524968858302,4.350857561904072,4.407858913196108,4.449136656167906,3.717920663311945,4.022363761667885,0.0,2.0466060532390986,2.011503621948828,2.547940892808442,2.6931880084752846,3.232483257483258,1.8956289386713918,2.764516340752487,2.5769113357988034,4.380623878140819,4.213945244450423,4.209575986878619,4.156111827340879,4.32494597943493,4.19186951260122,4.727790312438373,4.038548225152724,4.176855189898669,4.905007051029778,4.403912244218365,4.356411049268193,4.662646501646503,4.538307752853208,4.2617059654293685,4.72032489507109,4.127795088509373,3.916492766492767,4.48696859159938,4.229852316142639,4.506236989336282,4.557048507048507,4.336172878845293,4.394128751365595,4.501547748788012,4.457654724502551,4.490784684987584,4.466682049834224,4.349026061163743,4.327153531272524,4.358358495645368,4.4244852543339315,4.430771739675849,4.64162710532931,4.472466945822208,4.479213220641793,4.62711087993043,4.828977948914657,4.799932307359843,4.866584219157746,4.960768689305275,4.723578290086711,4.477519128676535,4.404444991401513,4.524468649095515,5.174552969706031,4.7454776197926885,4.343191656828023,5.228343597891471,4.449849146125741,4.214710432541315,4.66266585291893,4.645746203909469,4.586314365906203,4.512890015313481,4.302754327364961,4.394412430617863,4.464951375155458,4.531872650825232,4.358305797867655,4.5593609159667166,4.601797203230274,4.599334395762967,4.488947928488744,4.669947541121012,4.358317440135623,4.497157169561131,4.8590789879055185,4.644950797501818,4.404674985689397,4.610290050085969,4.407757101473534,4.745380337727273,4.7890913317383905,4.969727693958463,4.957289440517288,4.919017973721584,4.919708421468985
cs,4.097406970574512,4.126063191194769,4.210097319783188,4.038669432419432,4.419688819034369,4.108605230239845,3.9861202738561223,4.243223349155552,4.148935307563626,4.172683526951821,4.1625197634552435,4.341535227019097,3.417347287486176,3.962127537933988,2.0466060532390986,0.0,1.0577366979655716,2.1418080707510234,2.543294470080186,3.0161859184586466,1.988633477633477,2.454561439228054,2.308851786665924,4.130385859458893,4.066774937516695,4.030109616410986,3.929430490144774,4.023179763358334,4.131278409936947,4.476455854087431,3.9508208014864805,4.06162545888823,4.757961482961484,4.2565628620206075,4.282472477017932,4.660162137245471,4.332637218748328,4.239013583035323,4.492575697276757,3.979927068337087,3.9511279435936983,4.369971208839825,4.061596595494901,4.34217796092796,4.39598830874341,4.128584187700053,4.027482278523944,4.235139677573889,4.250380146322557,4.214650140435479,4.281124576412532,4.13429964450907,4.099108977119445,4.1588312792501245,4.1849847027010565,4.251161580054123,4.362862665715929,4.337198037198037,4.331579720674071,4.543607119376349,4.7097191327191315,4.6297023695429935,4.653192249535336,4.780509201867746,4.520939323834063,4.343873451110294,4.11687081034907,4.256932043650794,4.900219591153657,4.50973359202526,4.100596033596035,5.0358652150318814,4.374107275703019,4.086243146166809,4.590286715868112,4.4072835873617136,4.282282994782995,4.381718223905723,4.2475086393260755,4.252636832032438,4.343632712773339,4.410959107443481,4.207591589696855,4.396891279336132,4.400860971816853,4.436749936474201,4.346506416037667,4.519621047355424,4.207941441274775,4.235919635919637,4.594917553511304,4.397292117604617,4.2983820857505055,4.57795826858327,4.226094044844047,4.521214444985451,4.580592679284542,4.743657784818005,4.767774489926389,4.680774435815872,4.779966356022695
sk,4.117878240480981,4.379901097720245,4.262795765877956,4.3191678691678685,4.537332720551897,4.17493228993229,3.9789197197360466,4.174706794387646,4.065152537520958,4.2245328104238995,4.1495865245865255,4.358133568260152,3.403477627024138,3.977258465866061,2.011503621948828,1.0577366979655716,0.0,2.01160298599323,2.5279859822716952,2.4127311686135218,2.039216133660578,2.575809654576778,2.357151913915612,4.134441509281664,4.166076978576976,4.0567434769815724,4.0765378105603665,4.129694989354081,3.9573842823842824,4.503632269556929,4.007555029145936,4.030948152376723,4.849161334848357,4.22151067323481,4.450463203463203,4.654296661193213,4.464020256473087,4.149666181396951,4.476156904848588,4.019811207311207,3.9935825459262957,4.354350893135939,4.071295314662661,4.36762658876061,4.367131633798301,4.182782769814855,4.1478435585578435,4.309469338904822,4.259812523853618,4.201935507414959,4.269367580668954,4.1188660844482765,4.0776530166941125,4.132226525377212,4.158754202418584,4.243607573353563,4.403686552375361,4.350178454024607,4.345321345321346,4.553586983862214,4.704893170802262,4.7096953666353345,4.714542392473428,4.923565323565326,4.546235271577737,4.446128684574063,4.193920845236633,4.397431041181042,4.8712027213787765,4.479220605783106,4.2951442141583,5.068301177142642,4.397937422937423,4.241364243233401,4.568088477179386,4.490000517315332,4.403978703052776,4.308834287837556,4.340650175396764,4.329351096234214,4.4184734332882485,4.499147543129023,4.225742556055055,4.4382739204634625,4.547244672135739,4.448453200958648,4.404899524343968,4.632251938733421,4.2318867893336,4.333914576507169,4.624143106550513,4.396081833118869,4.382590256965257,4.5640078028966915,4.363644353264237,4.629453975975714,4.584581768313386,4.692457286606225,4.82861448587255,4.835368118878757,4.888623986243033
sl,3.989945962793645,4.042424719844074,4.024750617300286,3.9055772005772007,4.412868753762794,4.004305445121773,3.813372615039282,4.278956845623512,3.9724867724867714,3.946796148296148,4.133468581107131,4.316267321439735,3.390702901749414,3.622040391857466,2.547940892808442,2.1418080707510234,2.01160298599323,0.0,1.9655942767549912,2.426364725421329,2.5338210480451853,2.692222637986174,2.441861886544394,3.8691762602476873,4.033935470659608,4.021046944508481,3.9822696669527637,3.9360576185044276,3.790632174842701,4.278631239131237,3.7850448673058983,3.8286073600728785,4.676892393320965,4.12121253063876,4.184352629940865,4.548845175540091,4.438960317460317,3.9361032130262914,4.378878324466561,3.8793791120495658,4.011169549404844,4.34389554889555,4.197580143168378,4.336160367410367,4.214737910668143,4.130928100724482,4.02909571909572,4.178702963702963,4.1018660331574255,4.109779587594159,4.170471268981203,4.115103880666794,4.078402631217203,4.134037963508161,4.115256083136879,4.263236149160519,4.31161751136241,4.422735597735596,4.3128666230410415,4.426676647189469,4.727520010853345,4.67225993285596,4.638617239342664,4.649302273043885,4.53389577677657,4.180726753561398,4.213724481347432,4.260464329908775,4.698765143035974,4.481866831085582,4.27228421031238,5.054819773722214,4.098638930513931,3.956807646630655,4.406727796013511,4.4811925202169105,4.322847883823496,4.389362568325982,4.2787095962802,4.32295179567907,4.374562970904435,4.391921408537262,4.223907745204041,4.333606011197473,4.414567055573152,4.554653273555713,4.291148417977686,4.553950216450217,4.3278449092278874,4.336611153074568,4.467576901418365,4.430787234445769,4.1992519483260216,4.568216573399503,4.23765910579935,4.562935698952648,4.547699683569246,4.625578073829823,4.659136974136973,4.5692209693957935,4.644865319865319
bg,3.9553491943026837,4.041438606093778,3.9505175487733615,3.908583505866114,4.3488750052703535,4.148697779185584,3.7121470920383963,4.05496459096459,4.004927178764387,3.8745146326541677,4.048985338520224,4.196080418119893,3.4079501088760344,3.526179376179376,2.6931880084752846,2.543294470080186,2.5279859822716952,1.9655942767549912,0.0,1.4849670706072087,2.63703852406384,2.789037824793639,2.523667407097639,3.768498394108149,3.918702892089988,3.9526630936113696,3.8889321326821307,3.8609039500988653,3.703414396061455,4.208989556450494,3.5506147556147565,3.747442002442002,4.532213478611785,4.060067576654114,4.141531577169875,4.402925546675546,4.4813307679974335,3.847694162762655,4.193548465423464,3.738630963630963,3.8801665196402033,4.125045645964012,4.061552401087285,4.255458527260853,4.15252776324205,3.998791802257149,4.026138940424654,4.122561191429116,4.1394046306837025,4.160179290993246,4.274931442373302,4.029416018950903,3.977802774314403,4.022870712405596,4.135273684110895,4.319797445740842,4.270283969502721,4.34270320395409,4.319857602714748,4.467232327628365,4.5001002598224815,4.498625480892924,4.527298711679458,4.484963408986845,4.43661207440277,4.141132166132166,4.323041125541125,4.036786053452722,4.76756392129376,4.557133709911488,4.111186313686314,4.955030006757948,3.9717983195255924,3.9392795929560624,4.316762269988077,4.22278038116854,4.341055399279083,4.356542419139167,4.196612286605362,4.1447136197136185,4.137718385415752,4.202921370719152,4.055906204906204,4.280851020324704,4.258767402188456,4.421894274670978,4.22880164426217,4.344292695608485,4.167606065432152,4.242329180322602,4.5062998405103665,4.17398526181421,4.253093257619574,4.32837515189489,4.00974786918041,4.306995945231239,4.621957644521203,4.595678752568514,4.813987784246404,4.526346728512081,4.679235084838534
mk,4.2354851552768205,4.34172163815021,4.195399931858265,4.433789682539682,4.483189611314611,4.57092151675485,3.841143578643578,3.738630480630481,3.7645104316979325,3.8135378510378506,4.1081970113220105,4.027135191197691,3.818686029732541,3.818494310567481,3.232483257483258,3.0161859184586466,2.4127311686135218,2.426364725421329,1.4849670706072087,0.0,3.1305788487606674,3.2264020701520697,3.0660283196741527,4.0786825968644145,4.083868789940219,4.284602286602287,4.057079248876124,3.975332914948299,3.6698092031425364,4.200708049666384,3.7371072937479184,3.826539317164318,4.727314439033188,4.207971248836634,4.287279541446207,4.414475801975802,4.815806878306878,3.908628758628759,4.310945876019405,3.9832797457797455,3.767491048046604,4.125009627560649,4.2482343274009935,4.059071422404756,3.7344990079365084,3.9136047979797977,3.8700156325156336,3.9265415140415145,4.190316415837248,4.0212522045855374,4.0275327681577675,3.8274433514016843,3.8587869306619313,3.92335469314636,4.132954429829429,4.463634924746035,4.237925473219592,4.150240632383491,4.18380033708981,4.243974506219404,4.442430254930255,4.468993564306062,4.609695938981654,4.470603067567355,4.405844155844156,4.130452061599604,4.426700036075036,4.047196836085725,4.880590936840936,4.670532708032709,4.382644042465471,4.902617488331775,4.067137111254759,3.947030592863925,4.064083139083139,4.313817740901074,4.228185163601831,4.210906531739865,4.076668624585291,4.160494555949103,4.19865520282187,4.37203305953306,4.068230920314255,4.5489092175979415,4.428459426376094,4.5626186699103375,4.140469407136074,4.447766508183175,4.026593429718431,4.199368895447326,4.512957875457875,4.354057439474106,4.216771284271284,4.247873577040243,4.2514036889036895,4.29472576035076,4.303295713838701,4.702272300349223,4.824429563492063,4.656669946968455,4.577305665349144
be,4.291357316995497,4.470436242678889,4.322990164971298,4.166112012987014,4.719982146660837,4.3243795093795105,4.236524108075832,4.195013705430373,4.145060897883479,4.2923271564116625,4.255383696338189,4.3671455312364404,3.657691966153504,3.745552180246058,1.8956289386713918,1.988633477633477,2.039216133660578,2.5338210480451853,2.63703852406384,3.1305788487606674,0.0,1.9524587687254176,1.559552853115561,4.134678515928516,4.101708055833055,4.424938949938951,3.9307161338089185,4.132198477850651,4.27249740999741,4.726807495439572,3.874749718366737,4.0965386349761355,4.932090899644092,4.581482203433423,4.509839466089466,4.6543212574462585,4.599963924963925,4.207318988201341,4.678936741677125,3.9650224031920467,3.8657156945618496,4.462979316979316,4.168347981984347,4.195635204572652,4.369350859868101,4.256708659306062,4.252832036384668,4.337116702741704,4.126271370139295,4.295575441330159,4.2536389972710715,4.085230518956935,3.995584551716626,3.983679056792265,4.30360527836943,4.28136883949384,4.34181770610342,4.316803767890725,4.425425006028453,4.571783038162348,4.681817380150714,4.684718242972961,4.635222193948611,4.7777541117163755,4.601438734221753,4.278090499244345,4.454056031687611,4.141097118369845,5.047268454815626,4.522743922743923,4.132469424514879,4.993642030484134,4.408041148666148,4.0223210123210125,4.289920264920265,4.340861868827971,4.163280081500422,4.207603413535616,4.0901035479536825,4.185902564458714,4.077518079848589,4.337802357717612,4.02225250802837,4.280485314508247,4.422618436177758,4.268277837981227,4.253732990173667,4.354652644906881,4.037795152378486,4.24381329593194,4.716977890282975,4.443098474030678,4.319669885061209,4.552261909465299,4.041799443494358,4.409505624669872,4.566259964683254,4.876973714116572,5.061019265287557,4.838792063056769,4.881510759771628
uk,4.322694006208498,4.420591491841493,4.279578473056734,4.379189298861429,4.594334208464642,4.2535554723054725,4.197380763890199,4.447028583469262,4.218402703659114,4.2867518786123435,4.191752105839915,4.320140709984462,3.8200662928341496,3.667557456861581,2.764516340752487,2.454561439228054,2.575809654576778,2.692222637986174,2.789037824793639,3.2264020701520697,1.9524587687254176,0.0,2.34195824265091,4.038616350200119,4.179056812586984,4.294638548585916,4.104420656934622,4.107605753669292,4.087056101080492,4.675677895459447,3.822414778506629,4.180871282501716,4.974951137877273,4.449474354066191,4.512014324960754,4.938504791504791,4.512344070071342,4.278745722362742,4.657711415769794,3.9111432218575075,3.925954156954158,4.463533786938042,4.250502051711729,4.516628538300367,4.517276526891911,4.327635554101072,4.2158227082085435,4.552915194473636,4.260915868886886,4.2573580941334574,4.307341718935922,4.145844855627465,4.108253488325952,4.138644661833069,4.223251439918106,4.324200306140273,4.620051218389453,4.526482719207177,4.551699702413988,4.6587138216837465,4.748483619053239,4.691545511654208,4.5874705239973395,4.641417963114518,4.526855870666549,4.390031119429269,4.242719760111066,4.478559665873098,5.110369619043086,4.768221732605294,4.2125133524484175,5.032677281347494,4.379647184966335,4.132925367116542,4.4250119389654285,4.434241566256872,4.321801441189195,4.270113078531446,4.189219091118931,4.237474144732208,4.33255007464191,4.4680505802054435,4.224199826519413,4.465779201290904,4.443224476770395,4.342620800401413,4.412453164749082,4.6063960557582995,4.362738927738928,4.450395267997308,4.934004289361431,4.515350890605993,4.3335970393732675,4.579461411604267,4.245961181675466,4.51072438521418,4.56343705843706,5.04732906694445,5.035539846932251,5.060489732203653,5.052491717984676
ru,4.225733110153399,4.355703139453141,4.3887759315295565,4.2658605965983005,4.654614199541738,4.421209826498289,4.2366130201035865,4.357481454515354,4.287277394969703,4.348106458571575,4.2770770694683735,4.248701038544788,3.6724839032349537,3.8186536544783958,2.5769113357988034,2.308851786665924,2.357151913915612,2.441861886544394,2.523667407097639,3.0660283196741527,1.559552853115561,2.34195824265091,0.0,4.147538431950968,4.211174123803659,4.240796447704343,4.082227464633808,4.140720833981317,4.12350061862257,4.672336082915753,3.99790720653356,4.096173080731906,4.8779604076479055,4.396877272387477,4.514127836449265,4.823656935656936,4.4904801259346705,4.26581237911025,4.672952771914167,4.121610135895851,4.047307507307507,4.495965657667785,4.271192427644041,4.534972796626932,4.467920967920968,4.349303416889622,4.148687934872145,4.5444993318369935,4.4588700034139075,4.437561445138173,4.4917972392610075,4.2943467697090885,4.282806025239956,4.301700889019729,4.3712847018473635,4.493546788067334,4.605280467898117,4.4896557633399725,4.537360047360048,4.57703219921265,4.597216320950498,4.851819651489303,4.831197757852168,4.9732294534733565,4.762505994544831,4.487433391368578,4.497062880758534,4.304482457840668,5.156390010216541,4.637070064638557,4.3012060450372145,5.216709892805012,4.420337286826649,4.1146405575633525,4.561328077607147,4.520723275990383,4.483687769146953,4.410460599491212,4.351303098530543,4.399960762057535,4.431082363015138,4.520784595056804,4.310409807832489,4.499743244783762,4.505819633880859,4.586494330499432,4.521704684204684,4.678641907978642,4.398214613669159,4.395284325851554,4.8836374509843905,4.45719685643155,4.381312145169029,4.587510646949422,4.387762488138426,4.568583202511773,4.747423429776372,5.097890044428507,5.131184357133725,5.094453527572087,5.058650387171513
la,4.199001652797465,4.271352531397175,4.076182645161702,4.4255026047398935,4.437141726801415,4.0851132909643555,4.034467995317051,4.337785800058527,4.27834571089288,4.161937252562251,4.112065507942673,4.2416977277772725,3.8771035306412664,3.9188834463027997,4.380623878140819,4.130385859458893,4.134441509281664,3.8691762602476873,3.768498394108149,4.0786825968644145,4.134678515928516,4.038616350200119,4.147538431950968,0.0,3.386661473669898,3.224330540351669,3.0585812518271127,3.358162563296495,2.9206092883724466,3.983045426795426,2.8182176908841226,3.0017441868027817,4.66280783189874,4.01087629690571,4.48402639027639,4.671459294673581,4.352772118948589,4.162382987382985,4.53363722663173,3.4836878977503978,3.856046118913765,4.399802891344244,4.5104698503003595,4.412697897980156,4.3276249893896965,4.264293441756946,4.066773680153962,4.5447242572242565,4.2303088307169014,4.196037254160135,4.242388704954149,4.187061513239522,4.066397215350095,4.063411058110012,4.2124594274424885,4.239799006963184,4.530256923307207,4.565768385054099,4.575063040214554,4.584526065623627,4.5479898989899,4.585910678480744,4.632358148648045,4.556243381838623,4.6268519638256445,4.357085155585154,4.552397815859355,4.4507181438633046,5.041960590737764,4.598429205598323,4.211501593644451,5.016820808390575,3.9293454020726744,4.017779789654788,4.27630452203623,4.321393822227155,4.185654407321075,4.294799552299553,4.253440223538262,4.275397870103751,4.260113852197187,4.34571920960208,4.238287523961682,4.259363437035007,4.326871477288143,4.198224014547543,4.337701218534552,4.411394778061444,4.1405570788549495,4.24614686149,4.6941257816257815,4.139245846745845,4.348454741437489,4.277594380927715,4.230621941984171,4.437672894738113,4.630471795121451,4.985832579685041,5.006672850958565,4.869779057400259,4.913036963036963
pt,4.224038583753607,4.265892738214165,4.3733521803469975,4.536781609195401,4.538506269205751,4.421374298778145,4.247798701298702,4.355166324903167,4.373245833114256,4.330273114419456,4.3032258726406845,4.536646173874435,3.993210628470062,4.39202963401333,4.213945244450423,4.066774937516695,4.166076978576976,4.033935470659608,3.918702892089988,4.083868789940219,4.101708055833055,4.179056812586984,4.211174123803659,3.386661473669898,0.0,1.5134094476951618,1.9581166504819199,2.8858678249854712,2.937809074394441,3.6022299604330836,2.6159108893797485,3.35742039883831,4.762150125323779,4.145563934899598,4.368487787932232,4.5376282393405685,4.692439216967519,4.168521786184829,4.35721795964763,3.982630367837981,4.0398589994480405,4.399956754518801,4.37011030400861,4.269321936881461,4.445726190476191,4.2399745951216525,4.008185256101923,4.427840788840789,4.363827177428214,4.307179219743988,4.352277932200214,4.205868160337071,4.152306286114576,4.091062018005023,4.362136862849298,4.381470612720612,4.520986480663901,4.675293250987696,4.463847102196618,4.744836673742924,4.758512358012357,4.469047243521489,4.560068549871182,4.608634534800996,4.523492131069852,4.340701296411764,4.430387300607889,4.278899803899803,4.959650438084504,4.644422830690434,4.173152335652335,4.8302598019264655,4.0128072544739215,4.0082196005860125,4.4225477564763285,4.2541199242812135,4.2077713434924044,4.329152444996848,4.131565328339521,4.317647346340527,4.2445801211930245,4.322103238493182,4.080073640127987,4.226858739335021,4.300444161831857,4.321175045700663,4.251199099586196,4.435632840874776,4.157686141019474,4.300390559261526,4.705229328616426,4.348126186835864,4.448865966904649,4.4065015927919156,4.150170249316359,4.486548261373437,4.707831890331888,4.901387304256155,4.945696433196432,4.7885866880372365,4.965218276087841
